,0
0,0.57280433
1,-0.1654749
2,-0.44185963
3,-0.7302155
4,-0.46098828
5,-0.44333786
6,-0.29302493
7,0.34616184
8,-0.94070387
9,-0.7494499
10,-0.2536653
11,0.27856153
12,-0.32493672
13,-0.60794383
14,-0.38137707
15,0.46150163
16,-0.3347721
17,-0.31083488
18,0.07598844
19,0.45344183
20,0.36003444
21,0.2320288
22,0.46161786
23,-0.052988328
24,-0.63754773
25,0.48063967
26,0.37490883
27,-0.19774769
28,0.5122835
29,0.4007027
30,-0.37832737
31,0.292532
