,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.46186075,-0.33591008,-0.6034323,-0.46929333,-0.6194257,-0.4899656,-0.57645696,0.50133574,-0.6400964,-0.3461009,0.43583456,-0.6364125,0.34425732,0.6043461,0.65307593,0.60609144,0.5871562,-0.4099764,-0.41121328,0.77572984,-0.21195528,0.4802981,-0.72025305,-0.267228,0.46633017,0.77175444,-0.50299203,0.45139024,0.46718842,0.45513,0.27072126,0.6971501
1,0.24659087,0.7606746,0.7006242,0.091120735,-0.07296394,-0.17064868,0.1886854,-0.25523654,0.2941427,0.26892135,0.17397882,0.22823495,0.3331947,-0.6842636,0.029153181,-0.7178901,-0.2449753,0.53912944,0.7786576,0.019601101,-0.15778773,-0.49283314,0.12731697,0.428158,-0.61655074,-0.37214527,-0.19948873,-0.7227877,-0.19662952,-0.6821017,-0.30561912,0.04907018
2,0.1650284,0.7457318,0.55777913,0.00375967,0.29135904,-0.20115547,0.4010215,-0.31869957,0.3638711,0.40149903,0.15928626,0.40790188,0.07267617,-0.66341186,-0.18420245,-0.78426147,-0.23234154,0.41785076,0.68008435,-0.10550561,-0.1672637,-0.47374326,0.19141361,0.48436198,-0.6244275,-0.43221155,0.08631797,-0.79860497,-0.32909966,-0.7192692,-0.1461317,-0.16113827
3,-0.74486816,0.5169398,0.38399714,-0.107172705,0.2307738,-1.3622335,0.16078864,-0.8389179,0.5044835,0.7214817,0.9360552,-0.08601931,1.2534833,-0.9206842,-0.25945592,-0.4320724,-0.78453654,1.1054243,1.0070335,1.7147304,-1.2856926,-1.0472947,-0.34762895,-0.6871196,-0.26999497,0.35662252,-0.6103358,-0.42009574,-0.96998465,-0.48930144,-0.9898605,-0.24968278
4,0.19182208,0.57732815,0.8540302,0.11637776,0.28248292,-0.20661533,0.24836116,-0.21522653,0.20969793,0.4424272,0.38441625,0.31264967,0.47927624,-0.71056414,-0.18947123,-0.84320974,-0.32595903,0.16400357,0.58435816,-0.035133597,-0.4236198,-0.17666675,0.059596498,0.10441303,-0.53188545,-0.28363442,0.016207196,-0.60152745,-0.10223841,-0.86712366,-0.42406228,-0.2517383
5,0.059165604,0.4537046,0.61843723,0.053240158,0.062201664,0.09481783,0.18757911,-0.34659675,0.03824524,0.42770052,0.17822146,0.27621248,0.00037268625,-0.48855394,-0.14386535,-0.530963,-0.20185313,0.43211952,0.2800469,-0.03073498,0.0140368575,-0.46464315,0.10187538,0.12567373,-0.42976287,-0.34098992,0.14176396,-0.6359892,-0.40688893,-0.3017686,-0.46044248,-0.20206295
6,-0.001310987,0.7037752,0.87007725,-0.6484759,-0.6731544,-1.1564243,-0.17247479,-0.15149796,-0.01716553,0.09124012,1.3470664,-0.27102926,1.8051064,-0.78408325,0.30708548,-0.8750325,-0.21526231,0.4104657,0.92858326,1.1751598,-1.3846389,-0.51805055,-0.28671426,0.2996701,-0.5467666,-0.08635796,-0.4389998,-0.9937719,-0.7079204,-0.74453056,-1.0066084,0.87208575
7,-0.23096752,-0.41205114,-0.6839625,-0.2010384,-0.15721707,0.17404225,-0.29939124,0.51042295,-0.40370065,-0.46775147,-0.011569249,-0.24202004,-0.23716062,0.56730986,0.08632189,0.8196547,0.54878074,-0.7424314,-0.75381064,-0.015646188,0.043856278,0.5754904,-0.081906535,-0.45315963,0.7214166,0.19331768,-0.16295756,0.8826345,0.5772093,0.4817865,0.80354536,0.23832592
8,-0.9492965,0.7276784,0.67550856,-0.45291725,0.008817114,-1.7234355,-0.18547502,-0.6474381,0.64697415,0.62244624,1.2062235,-0.12328991,1.5668534,-0.927595,0.01158318,-0.6380304,-0.64075387,0.9655059,1.2151346,2.0126727,-1.2841663,-0.921528,-0.60779864,-0.5318057,-0.37295565,0.4481398,-0.96487916,-0.33543438,-1.3135252,-0.44110972,-1.6525394,0.01805843
9,-0.9735441,0.45651484,0.31049207,-0.27493736,0.18181433,-1.4040989,0.2140944,-0.79607445,0.69771653,0.8999601,0.9550237,0.0874414,1.4773364,-0.6728494,0.020869678,-0.41001737,-0.7058967,1.1138289,0.7259336,2.008519,-1.1455663,-0.94527984,-0.49051604,-0.39837915,-0.332816,0.4391806,-0.7168236,-0.50290537,-1.110468,-0.5452201,-1.4393976,-0.085948795
10,0.0058437055,0.40009806,0.3401971,-0.13669959,0.03023335,-0.39174783,0.025535088,-0.48718935,-0.04202127,0.15518531,0.19023983,-0.007388651,0.43856442,-0.7284046,-0.043302,-0.42385617,-0.31121808,0.5422465,0.73848367,0.3783711,-0.38025254,-0.6077356,-0.010959426,0.28207347,-0.51433957,-0.044369493,-0.06644691,-0.5309281,-0.34497118,-0.46802732,-0.5219067,0.024072185
11,-0.039806277,-0.62634766,-0.56756157,-0.033225797,-0.12921274,0.06397303,-0.019792702,0.3084136,-0.12771118,-0.46115956,0.025391351,-0.3582896,-0.19431616,0.5370956,0.3682089,0.7537798,0.27374282,-0.41958392,-0.66857046,-0.23520435,0.08074342,0.6236559,-0.20279437,-0.33720937,0.31024173,0.14538823,-0.09228497,0.5053286,0.5186836,0.41295046,0.86603355,0.141716
12,0.30887014,0.5851405,0.8988435,-0.015347288,0.16404015,-0.12589794,0.36999077,-0.37061822,0.28671214,0.4638288,0.034560177,0.06330415,0.074695215,-0.59677553,-0.3404178,-0.63125247,-0.30624485,0.51165307,0.6322129,-0.07775083,-0.21504647,-0.5452071,0.087210864,0.47453707,-0.7074614,-0.42300695,0.21576829,-0.6940019,-0.354823,-0.7484375,-0.28427476,-0.16280869
13,-0.46256584,0.40352577,0.5870287,-0.37735146,-0.36453432,-1.4465376,-0.14033319,-0.55185795,0.43643796,0.38735873,1.0880698,-0.014285278,1.2865225,-0.5895735,0.3579173,-0.563965,-0.3260759,0.8557461,0.68410075,1.7589127,-1.2183084,-0.7377662,-0.3448727,-0.22638492,-0.4748257,0.14039628,-0.7945842,-0.76345813,-0.8073642,-0.6592459,-1.1307552,0.51245457
14,-0.29236805,0.5963068,0.97516465,-0.629586,-0.86757153,-1.2690393,-0.25980157,-0.3190011,0.044940174,0.25980157,1.2161682,-0.048706736,1.5722089,-0.83884513,0.50918335,-0.79890436,-0.28087586,0.86682934,0.8537982,1.3783647,-1.506848,-0.512535,-0.54049474,0.13343567,-0.37482762,-0.19360545,-0.5205623,-0.7386398,-0.7897331,-0.69374436,-0.96225554,0.6835324
15,-0.17685458,-0.15519714,-0.09980321,-0.23435722,-0.4370958,-0.41624856,-0.28854293,0.60793924,-0.6304715,-0.72953796,0.26947105,-0.37342712,0.376839,0.3306199,0.44837797,0.38610145,0.31867677,-0.56265134,-0.27739003,-0.44937995,-0.5585262,0.33589923,-0.13266446,-0.13695104,0.18790531,0.306643,-0.23960306,0.40028518,0.79099417,0.25426984,0.9128953,0.41808945
16,0.0653695,0.4193602,0.4543329,-0.0034377195,0.59354633,0.21645047,-0.016043006,-0.36379802,0.3728712,0.5775023,-0.34953398,-0.014080786,-0.12862422,-0.2743262,-0.27159896,-0.3846164,-0.375406,0.25048333,0.34736538,0.043006554,0.23870817,-0.16639803,0.024413405,-0.20418924,-0.16124138,0.11904639,-0.00076024426,-0.15493672,-0.4217221,-0.42166036,-0.3656111,-0.49119028
17,-0.14108522,0.08444727,0.39777476,0.1821114,0.4349183,0.2831284,0.070514746,-0.43455023,0.28886867,0.7057013,-0.37246618,-0.042652152,-0.13837326,-0.2496994,-0.5016536,-0.31531897,-0.42086813,0.42610162,0.1407433,0.20863752,0.32430503,-0.58928883,-0.004327146,-0.106485695,-0.23663127,-0.15732548,0.053928945,-0.04005494,-0.55662715,-0.13544665,-0.33273914,-0.3738751
18,0.46974367,0.33363765,1.130037,-0.59817386,-0.36476892,-0.52737355,-0.37218827,0.2919965,-0.28390026,-0.3230788,0.58469653,-0.45612162,0.9090375,-0.5533103,0.2412201,-0.9537715,0.07850299,-0.18018569,0.69314533,-0.31452435,-0.83570474,0.06248365,-0.30585957,0.678648,-0.39833432,-0.50445145,-0.2971965,-1.0976884,0.076140985,-0.6787999,-0.06585764,0.61038554
19,-0.06148343,-0.27934307,-0.5136528,0.055557914,-0.3881174,-0.008719726,0.015901478,0.6717539,-0.56948847,-0.73029983,0.09093401,-0.2906763,0.058800407,0.35022908,0.2837012,0.43402198,0.41023737,-0.4127727,-0.58630836,-0.3225607,-0.11562164,0.57320905,-0.10271146,-0.2485208,0.4662848,0.011857948,0.04260015,0.27631992,0.6651327,0.23401569,1.007422,0.4347657
20,-0.6102394,-0.29642025,0.057846352,-0.87000173,-0.63289934,-0.65940887,-0.6706651,0.55844855,-0.5386892,-0.5118186,0.78044647,-0.71849227,0.85653555,0.15379295,0.87566,0.082719766,0.46168172,-0.17339091,-0.14076279,0.9638043,-0.79478425,0.42503968,-0.60273814,-0.13932721,0.27406996,0.30910084,-0.49148554,-0.1577216,0.37103918,-0.038705498,0.11371837,0.8550987
21,-0.21502423,-0.13182811,-0.33755577,0.16324691,-0.31703046,-0.16540374,-0.026562445,0.5262831,-0.33279786,-0.40220577,0.38090298,0.085910425,0.2826833,0.509826,0.43445,0.47978383,0.21411204,-0.46852493,-0.62084144,-0.2989104,-0.06773157,0.38206625,0.11843642,-0.28065854,0.36672276,0.09178735,0.113530375,0.28218848,0.6028752,0.269449,0.75405097,0.31906494
22,-0.21838614,-0.22348155,0.41393918,-0.37462166,-0.6175481,-0.7187401,-0.6748801,0.46607623,-0.7637144,-0.43158177,0.764196,-0.49405378,1.2837389,-0.020800298,0.8072275,-0.4103055,0.66711485,-0.18834342,0.06463838,0.81015843,-1.0095114,0.47651377,-0.45828032,-0.21586592,0.08044705,0.1948694,-0.2531762,-0.41475436,0.30069348,-0.09548058,0.04475789,0.70236105
23,0.059211325,0.041096453,0.38323128,0.03621997,0.38245904,0.33235627,-0.24437742,-0.41396767,0.33923534,0.52835816,-0.028682789,-0.2012286,-0.16857742,-0.17308237,-0.49264964,-0.35234112,-0.38383684,-0.019233657,0.21556142,0.25376686,0.3355261,-0.12513764,0.1300508,-0.058823776,-0.3058461,0.083745666,-0.06647322,-0.25380284,-0.3500156,-0.060167048,-0.281411,-0.49387005
24,-0.30339906,0.46129513,0.32634297,-0.4281005,-0.57195425,-1.4382696,-0.2671085,-0.62678087,0.15413843,0.4496331,1.0276736,-0.24743785,1.3662568,-0.628413,0.38478386,-0.53639823,-0.23271072,0.8406339,0.94498473,1.5742803,-1.2664692,-0.7642218,-0.558681,-0.3575552,-0.3264465,0.055689767,-0.72171587,-0.46520883,-0.90667534,-0.5080257,-1.0711807,0.65805954
25,-0.34503663,-0.7760228,-0.88298875,-0.07909769,-0.29609102,0.20760041,-0.3993985,0.43611676,-0.37888163,-0.27263567,-0.21413592,-0.07352716,-0.3115398,0.8161851,0.0420895,0.66478306,0.32576346,-0.5886221,-0.9252087,0.06283965,0.25978336,0.59373134,0.029293712,-0.62285006,0.7579883,0.48584917,-0.071448736,0.6608808,0.71914697,0.81016666,0.6797667,0.16209206
26,-0.006406969,-0.046532054,-0.38654664,0.0077807005,-0.50189537,0.006192079,0.111701824,0.30519915,-0.38701048,-0.40349323,0.3355996,0.082854554,0.19916908,0.4414471,0.39136505,0.44530353,0.1407296,-0.35537001,-0.43317664,-0.55784434,-0.26125002,0.2761326,0.1826966,-0.14281006,0.18314412,-0.06553833,0.08540498,0.35773647,0.5394949,0.35050285,0.7624379,0.31864855
27,0.28394723,0.5731084,1.3615521,-0.3921904,-0.29073545,-0.37491357,-0.36113396,-0.08717043,-0.021263588,0.16101614,0.47656295,-0.25257775,0.616599,-0.7105733,0.39510438,-1.2712066,-0.23300713,0.10567626,0.864779,-0.26888326,-0.79778844,-0.32969886,-0.22527705,0.62431,-0.9691917,-0.32710406,-0.17571104,-1.3320858,-0.113470554,-1.1311396,-0.41864124,0.23658486
28,-0.21249115,-0.7937403,-0.6334617,-0.11013537,-0.23726304,0.20303404,-0.24803711,0.27045387,-0.29734468,-0.22837153,-0.2035142,-0.3648891,-0.32662418,0.61062187,0.158673,0.9328607,0.35458553,-0.73050666,-1.0127269,-0.1988707,0.29925063,0.6593626,-0.25864226,-0.47934905,0.5519955,0.24755977,-0.2604396,0.8289926,0.60258293,0.73635143,0.71142757,0.23390734
29,0.08024962,-0.08483467,-0.466503,-0.011418219,-0.5312042,-0.27890736,-0.06832225,0.47386402,-0.5327407,-0.53047156,0.33120042,-0.054126393,0.30933738,0.2623153,0.5205217,0.4777385,0.5121405,-0.26336586,-0.35211548,-0.43944916,-0.4299382,0.4019734,-0.02713467,-0.16738433,0.11290738,0.29723692,-0.022636814,0.26450568,0.47429606,0.39518768,0.8101151,0.5748173
30,-0.8443698,0.033532064,-0.06179992,-0.5537755,-0.07842021,-0.89914614,-0.33500662,-0.19424392,0.26988396,0.08158884,0.67234814,-0.31064567,0.94746333,-0.37440133,0.26751685,0.05101702,-0.26349843,0.58890015,0.41061622,1.5334387,-0.98522115,-0.26311478,-0.2533333,-0.8091223,-0.12663655,0.6301917,-0.5846723,0.025223477,-0.54408956,-0.017038992,-0.7342195,0.20567338
31,0.20208584,-0.22510754,0.79586965,-0.5348796,-0.4712981,-0.16134593,-0.44278932,0.33197674,-0.3347343,-0.29029095,0.626588,-0.60716987,0.6171426,0.03689716,0.27188268,-0.50800943,0.33224255,-0.33281565,0.22719352,-0.06772087,-0.42382732,0.25890797,-0.5580261,0.28894168,-0.2961122,-0.14031304,-0.30586272,-0.70291495,0.27038366,-0.37290987,0.04534694,0.60779756
