,0
0,0.17844316
1,-0.26528051
2,1.1266015
3,1.4062543
4,-0.22381799
5,1.7555526
6,0.28040704
7,-0.6845512
8,-0.091466896
9,0.84502834
10,-0.2353044
11,-0.008658777
12,-1.349508
13,-1.3892826
14,-0.35463104
15,-0.33265805
16,-1.2643584
17,-0.33726236
18,1.0216311
19,-0.6892429
20,-0.4932657
21,0.5433202
22,1.4668819
23,-1.2905493
24,-0.39786187
25,0.0815338
26,0.38456652
27,0.8315956
28,0.73601264
29,0.54240495
30,-1.1814398
31,-1.5824059
