,0
0,-0.24405317
1,-0.17243783
2,0.01485284
3,0.28615186
4,-0.48070893
5,-0.64339554
6,-0.2946874
7,0.08049601
8,-0.24612667
9,0.39050233
10,0.5482628
11,0.62334025
12,0.23422849
13,0.3394363
14,-0.14927001
15,-0.026667215
16,-0.001978109
17,0.016280092
18,-0.02211061
19,0.15410048
20,0.66532385
21,0.19132231
22,0.37175807
23,0.4681667
24,0.33884436
25,-0.2400167
26,-0.15348846
27,-0.113313735
28,-0.18998891
29,0.108270325
30,0.0025257287
31,-0.03250541
