,0
0,0.17552473
1,-1.2249019
2,-1.187159
3,-0.115286276
4,-0.18280877
5,0.6508246
6,-0.68283236
7,0.9904664
8,-0.9282577
9,-1.2597951
10,-0.46578458
11,-0.49161553
12,-0.7447761
13,1.2029862
14,0.20471452
15,1.3250207
16,1.1343713
17,-1.5661433
18,-1.196266
19,-0.9694452
20,0.65473807
21,1.562288
22,-0.10639791
23,0.144257
24,0.7970426
25,0.12164072
26,0.16625476
27,1.0283496
28,1.2783794
29,1.4210383
30,1.6350465
31,0.2354438
